ColumnX	ColumnY
0.	2.6204816094832504e-12
0.001	0.0002475846438798612
0.003	0.0007540112727397741
0.007	0.0017575617262806987
0.01	0.002508575865959984
0.03	0.007452920641540572
0.07	0.01741605211129951
0.1	0.024933867353580202
0.3	0.05905755093858
0.7	0.1276046434906804
